3880.2686399999984,28
3133.348819999999,22
2427.832959999999,18
1964.9109999999991,15
1652.7445399999992,12
1200.2640799999995,10
727.7620999999998,6
498.80323999999973,4
363.7855600000001,5
382.44467999999983,4
503.0147999999997,3
483.96847999999994,4
5204.919859999997,38
6369.018739999997,45
3283.9914199999985,24
2685.3504799999987,20
2114.185319999999,16
2028.886459999999,15
1736.9273399999995,13
1139.0972399999996,8
795.0271599999999,7
580.6072399999998,6
702.1123199999997,5
484.02673999999956,4
477.10417999999976,4
616.1562199999997,5
5971.637059999997,42
8046.684379999997,57
4687.3291199999985,33
2763.177119999999,21
2530.291659999999,18
1852.1780399999989,14
1703.5078799999992,13
1014.1163599999995,8
743.0615399999995,6
593.42644,6
578.6663799999998,5
468.36375999999984,5
606.1999599999996,5
507.80313999999964,5
8331.137719999995,60
9075.510319999996,63
4763.827799999997,33
4272.075739999998,30
3378.732979999998,25
2632.2909799999993,19
2228.444339999999,16
1683.8848399999988,13
1230.8232999999996,10
880.2062599999997,7
820.8238599999995,6
634.5538599999999,6
623.2529599999998,5
642.0225799999997,6
7876.467379999997,55
9169.056259999996,63
